5000;1;746.793
5000;2;384.882
5000;4;193.952
5000;6;139.437
5000;8;117.909
5000;1;733.892
5000;2;361.724
5000;4;187.018
5000;6;146.911
5000;8;118.661
5;1;6.1e-05
5;1;0.000212
5;2;0.007259
5;3;0.000109
5;4;0.000922
5;5;0.000262
5;10;9e-05
5;10;3e-06
10;4;0.000911
10;4;1.3e-05
10;1;1.8e-05
10;1;6.4e-05
10;12;0.000776
10;12;1e-05
9;12;1.7e-05
9;4;1.2e-05
