File name,H1,H2,Max Possible Entropy,Theoretical Entropy
./input/equal_prob.txt,1.9999798484176443,1.9998965012303749,2.0,2.0
./input/diff_prob.txt,1.3586065644283198,1.3585716955118936,2.0,1.3567796494470394
./input/text.txt,4.378419808469683,3.8971836049638773,5.044394119358453,NaN
