Chunk size; Elapsed time; Acceleration;
4; 174.462585; 43.615646
8; 87.452194; 10.931524
16; 46.940514; 2.933782
32; 30.112448; 0.941014
64; 15.194624; 0.237416
128; 13.349856; 0.104296
256; 8.006208; 0.031274
512; 6.177408; 0.012065
1024; 5.586880; 0.005456
2048; 5.081888; 0.002481
4096; 4.954144; 0.001210
8192; 4.866784; 0.000594
16384; 4.829440; 0.000295
32768; 4.787264; 0.000146
