Size; S: D → H; P: D → H; S: H → D; P: H → D;
1; 0.015296; 0.014304; 0.007616; 0.013216
10; 0.012320; 0.013632; 0.007968; 0.013184
100; 0.016352; 0.013696; 0.008288; 0.013344
1000; 0.013344; 0.014208; 0.008704; 0.012928
10000; 0.029696; 0.014432; 0.015520; 0.013600
100000; 0.199200; 0.047680; 0.080480; 0.045984
1000000; 1.523872; 0.313056; 0.528128; 0.325472
10000000; 13.542144; 3.040576; 4.219552; 3.087968
100000000; 131.450684; 30.191296; 42.444351; 30.665920
